element,source_recipe_dir,source_filename,kind,library_family,library_name,cfour_name,label_suffix,cfour_label,status,note,cfour_file
He,recipes/He/ccECP,He.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,He:aug-cc-pVTZ-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,He:cc-pV5Z-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,He:cc-pV6Z-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,He:cc-pVDZ-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,He:cc-pVQZ-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,He:cc-pVTZ-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,I:aug-cc-pV5Z-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,I:aug-cc-pV6Z-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,I:aug-cc-pVDZ-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,I:aug-cc-pVQZ-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,I:aug-cc-pVTZ-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,I:cc-pV5Z-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,I:cc-pV6Z-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,I:cc-pVDZ-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,I:cc-pVQZ-RI-ccECP,PASS,,
I,recipes/I/ccECP,I.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,I:cc-pVTZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-ccECP,Ir:aug-cc-pCV5Z-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Ir:aug-cc-pCVDZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Ir:aug-cc-pCVQZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Ir:aug-cc-pCVTZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Ir:aug-cc-pV5Z-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Ir:aug-cc-pVDZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Ir:aug-cc-pVQZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Ir:aug-cc-pVTZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-ccECP,Ir:cc-pCV5Z-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Ir:cc-pCVDZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Ir:cc-pCVQZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Ir:cc-pCVTZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Ir:cc-pV5Z-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Ir:cc-pVDZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Ir:cc-pVQZ-RI-ccECP,PASS,,
Ir,recipes/Ir/ccECP,Ir.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Ir:cc-pVTZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-ccECP,K:aug-cc-pCV5Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pCV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV6Z,aug-cc-pCV6Z-RI-ccECP,-ccECP,K:aug-cc-pCV6Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,K:aug-cc-pCVDZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,K:aug-cc-pCVQZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,K:aug-cc-pCVTZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,K:aug-cc-pV5Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,K:aug-cc-pV6Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,K:aug-cc-pVDZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,K:aug-cc-pVQZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,K:aug-cc-pVTZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-ccECP,K:cc-pCV5Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pCV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV6Z,cc-pCV6Z-RI-ccECP,-ccECP,K:cc-pCV6Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,K:cc-pCVDZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,K:cc-pCVQZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,K:cc-pCVTZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,K:cc-pV5Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,K:cc-pV6Z-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,K:cc-pVDZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,K:cc-pVQZ-RI-ccECP,PASS,,
K,recipes/K/ccECP,K.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,K:cc-pVTZ-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Kr:aug-cc-pV5Z-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,Kr:aug-cc-pV6Z-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Kr:aug-cc-pVDZ-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Kr:aug-cc-pVQZ-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Kr:aug-cc-pVTZ-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Kr:cc-pV5Z-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,Kr:cc-pV6Z-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Kr:cc-pVDZ-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Kr:cc-pVQZ-RI-ccECP,PASS,,
Kr,recipes/Kr/ccECP,Kr.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Kr:cc-pVTZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,La:aug-cc-pCVDZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,La:aug-cc-pCVQZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,La:aug-cc-pCVTZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,La:aug-cc-pVDZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,La:aug-cc-pVQZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,La:aug-cc-pVTZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,La:cc-pCVDZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,La:cc-pCVQZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,La:cc-pCVTZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,La:cc-pVDZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,La:cc-pVQZ-RI-ccECP,PASS,,
La,recipes/La/ccECP,La.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,La:cc-pVTZ-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Li:aug-cc-pV5Z-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Li:aug-cc-pVDZ-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Li:aug-cc-pVQZ-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Li:aug-cc-pVTZ-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Li:cc-pV5Z-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Li:cc-pVDZ-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Li:cc-pVQZ-RI-ccECP,PASS,,
Li,recipes/Li/ccECP,Li.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Li:cc-pVTZ-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Mg:aug-cc-pV5Z-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,Mg:aug-cc-pV6Z-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Mg:aug-cc-pVDZ-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Mg:aug-cc-pVQZ-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Mg:aug-cc-pVTZ-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Mg:cc-pV5Z-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,Mg:cc-pV6Z-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Mg:cc-pVDZ-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Mg:cc-pVQZ-RI-ccECP,PASS,,
Mg,recipes/Mg/ccECP,Mg.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Mg:cc-pVTZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-ccECP,Mn:aug-cc-pCV5Z-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Mn:aug-cc-pCVDZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Mn:aug-cc-pCVQZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Mn:aug-cc-pCVTZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Mn:aug-cc-pV5Z-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Mn:aug-cc-pVDZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Mn:aug-cc-pVQZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Mn:aug-cc-pVTZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-ccECP,Mn:cc-pCV5Z-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Mn:cc-pCVDZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Mn:cc-pCVQZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Mn:cc-pCVTZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Mn:cc-pV5Z-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Mn:cc-pVDZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Mn:cc-pVQZ-RI-ccECP,PASS,,
Mn,recipes/Mn/ccECP,Mn.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Mn:cc-pVTZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-ccECP,Mo:aug-cc-pCV5Z-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Mo:aug-cc-pCVDZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Mo:aug-cc-pCVQZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Mo:aug-cc-pCVTZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Mo:aug-cc-pV5Z-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Mo:aug-cc-pVDZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Mo:aug-cc-pVQZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Mo:aug-cc-pVTZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-ccECP,Mo:cc-pCV5Z-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Mo:cc-pCVDZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Mo:cc-pCVQZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Mo:cc-pCVTZ-RI-ccECP,PASS,,
Mo,recipes/Mo/ccECP,Mo.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Mo:cc-pV5Z-RI-ccECP,PASS,,
