element,atomic_number,source_recipe_dir,source_filename,source_format,source_origin,library_family,orbital_basis,source_name,cfour_name,ri_infix,label_suffix,cfour_label,n_functions,n_primitives,max_L,composition,uncontracted,name_transformation,cfour_file
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Mn:aug-cc-pVQZ-RI-ccECP,85,85,k,s17 p15 d13 f13 g12 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.aug-cc-pVQZ-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Mn:aug-cc-pVTZ-RI-ccECP,76,76,i,s16 p14 d13 f12 g11 h6 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.aug-cc-pVTZ-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCV5Z,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-RI,-ccECP,Mn:cc-pCV5Z-RI-ccECP,80,80,k,s16 p14 d13 f12 g11 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pCV5Z-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVDZ,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-RI,-ccECP,Mn:cc-pCVDZ-RI-ccECP,66,66,h,s15 p13 d12 f11 g11 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pCVDZ-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVQZ,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-RI,-ccECP,Mn:cc-pCVQZ-RI-ccECP,78,78,k,s16 p14 d13 f12 g11 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pCVQZ-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVTZ,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-RI,-ccECP,Mn:cc-pCVTZ-RI-ccECP,75,75,i,s16 p14 d13 f12 g11 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pCVTZ-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Mn:cc-pV5Z-RI-ccECP,80,80,k,s16 p14 d13 f12 g11 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pV5Z-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Mn:cc-pVDZ-RI-ccECP,54,54,h,s13 p11 d10 f9 g9 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pVDZ-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Mn:cc-pVQZ-RI-ccECP,74,74,k,s15 p13 d12 f11 g11 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pVQZ-RI.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Mn:cc-pVTZ-RI-ccECP,67,67,i,s15 p13 d11 f11 g10 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mn/Mn.cc-pVTZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pCV5Z-RI-ccECP,91,91,k,s16 p15 d14 f14 g14 h7 i6 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pCV5Z-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pCVDZ-RI-ccECP,69,69,h,s15 p13 d12 f12 g12 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pCVDZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pCVQZ-RI-ccECP,87,87,k,s16 p14 d14 f14 g13 h7 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pCVQZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pCVTZ-RI-ccECP,79,79,i,s16 p14 d13 f13 g13 h6 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pCVTZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pV5Z-RI-ccECP,89,89,k,s16 p15 d14 f14 g13 h7 i5 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pV5Z-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pVDZ-RI-ccECP,62,62,h,s14 p12 d11 f11 g10 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pVDZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pVQZ-RI-ccECP,82,82,k,s15 p14 d13 f13 g12 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pVQZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Mo:aug-cc-pVTZ-RI-ccECP,71,71,i,s14 p13 d12 f12 g11 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.aug-cc-pVTZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCV5Z,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-RI,-ccECP,Mo:cc-pCV5Z-RI-ccECP,82,82,k,s15 p14 d13 f13 g12 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pCV5Z-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVDZ,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-RI,-ccECP,Mo:cc-pCVDZ-RI-ccECP,63,63,h,s14 p12 d11 f11 g11 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pCVDZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVQZ,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-RI,-ccECP,Mo:cc-pCVQZ-RI-ccECP,78,78,k,s15 p13 d12 f12 g12 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pCVQZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVTZ,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-RI,-ccECP,Mo:cc-pCVTZ-RI-ccECP,67,67,i,s14 p12 d11 f11 g11 h5 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pCVTZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Mo:cc-pV5Z-RI-ccECP,78,78,k,s15 p13 d12 f12 g12 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pV5Z-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Mo:cc-pVDZ-RI-ccECP,51,51,h,s12 p10 d9 f9 g9 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pVDZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Mo:cc-pVQZ-RI-ccECP,71,71,k,s14 p12 d11 f11 g11 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pVQZ-RI.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Mo:cc-pVTZ-RI-ccECP,61,61,i,s13 p11 d10 f10 g10 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Mo/Mo.cc-pVTZ-RI.cfour
N,7,recipes/N/ccECP,N.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,N:aug-cc-pV5Z-RI-ccECP,56,56,i,s13 p12 d11 f6 g5 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.aug-cc-pV5Z-RI.cfour
N,7,recipes/N/ccECP,N.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,N:aug-cc-pV6Z-RI-ccECP,67,67,k,s13 p13 d12 f7 g7 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.aug-cc-pV6Z-RI.cfour
N,7,recipes/N/ccECP,N.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,N:aug-cc-pVDZ-RI-ccECP,31,31,f,s11 p9 d8 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.aug-cc-pVDZ-RI.cfour
N,7,recipes/N/ccECP,N.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,N:aug-cc-pVQZ-RI-ccECP,52,52,h,s13 p12 d11 f6 g5 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.aug-cc-pVQZ-RI.cfour
N,7,recipes/N/ccECP,N.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,N:aug-cc-pVTZ-RI-ccECP,40,40,g,s12 p10 d9 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.aug-cc-pVTZ-RI.cfour
N,7,recipes/N/ccECP,N.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,N:cc-pV5Z-RI-ccECP,49,49,i,s12 p11 d10 f5 g4 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.cc-pV5Z-RI.cfour
N,7,recipes/N/ccECP,N.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,N:cc-pV6Z-RI-ccECP,59,59,k,s12 p12 d11 f6 g6 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.cc-pV6Z-RI.cfour
N,7,recipes/N/ccECP,N.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,N:cc-pVDZ-RI-ccECP,30,30,f,s11 p9 d8 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.cc-pVDZ-RI.cfour
N,7,recipes/N/ccECP,N.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,N:cc-pVQZ-RI-ccECP,45,45,h,s12 p11 d10 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.cc-pVQZ-RI.cfour
N,7,recipes/N/ccECP,N.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,N:cc-pVTZ-RI-ccECP,38,38,g,s12 p10 d9 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/N/N.cc-pVTZ-RI.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Na:aug-cc-pV5Z-RI-ccECP,48,48,i,s14 p8 d7 f6 g5 h4 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.aug-cc-pV5Z-RI.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Na:aug-cc-pVDZ-RI-ccECP,24,24,f,s11 p5 d5 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.aug-cc-pVDZ-RI.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Na:aug-cc-pVQZ-RI-ccECP,35,35,h,s12 p6 d6 f4 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.aug-cc-pVQZ-RI.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Na:aug-cc-pVTZ-RI-ccECP,35,35,g,s13 p7 d6 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.aug-cc-pVTZ-RI.cfour
Na,11,recipes/Na/ccECP,Na.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Na:cc-pV5Z-RI-ccECP,43,43,i,s13 p7 d7 f5 g4 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.cc-pV5Z-RI.cfour
Na,11,recipes/Na/ccECP,Na.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Na:cc-pVDZ-RI-ccECP,23,23,f,s11 p5 d5 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.cc-pVDZ-RI.cfour
Na,11,recipes/Na/ccECP,Na.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Na:cc-pVQZ-RI-ccECP,34,34,h,s12 p6 d6 f4 g3 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.cc-pVQZ-RI.cfour
Na,11,recipes/Na/ccECP,Na.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Na:cc-pVTZ-RI-ccECP,33,33,g,s14 p7 d6 f4 g2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Na/Na.cc-pVTZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pCV5Z-RI-ccECP,92,92,k,s17 p15 d14 f14 g14 h7 i6 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pCV5Z-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pCVDZ-RI-ccECP,69,69,h,s15 p13 d12 f12 g12 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pCVDZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pCVQZ-RI-ccECP,85,85,k,s16 p14 d13 f13 g13 h7 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pCVQZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pCVTZ-RI-ccECP,78,78,i,s16 p14 d13 f13 g12 h6 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pCVTZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pV5Z-RI-ccECP,86,86,k,s16 p14 d13 f13 g13 h7 i5 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pV5Z-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pVDZ-RI-ccECP,60,60,h,s13 p12 d11 f10 g10 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pVDZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pVQZ-RI-ccECP,79,79,k,s15 p13 d12 f12 g12 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pVQZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Nb:aug-cc-pVTZ-RI-ccECP,68,68,i,s14 p12 d11 f11 g11 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.aug-cc-pVTZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCV5Z,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-RI,-ccECP,Nb:cc-pCV5Z-RI-ccECP,79,79,k,s15 p13 d12 f12 g12 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pCV5Z-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVDZ,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-RI,-ccECP,Nb:cc-pCVDZ-RI-ccECP,61,61,h,s13 p12 d11 f11 g10 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pCVDZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVQZ,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-RI,-ccECP,Nb:cc-pCVQZ-RI-ccECP,76,76,k,s15 p13 d12 f12 g11 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pCVQZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVTZ,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-RI,-ccECP,Nb:cc-pCVTZ-RI-ccECP,67,67,i,s14 p12 d11 f11 g11 h5 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pCVTZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Nb:cc-pV5Z-RI-ccECP,78,78,k,s15 p13 d12 f12 g12 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pV5Z-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Nb:cc-pVDZ-RI-ccECP,51,51,h,s12 p10 d9 f9 g9 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pVDZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Nb:cc-pVQZ-RI-ccECP,71,71,k,s14 p12 d11 f11 g11 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pVQZ-RI.cfour
Nb,41,recipes/Nb/ccECP,Nb.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Nb:cc-pVTZ-RI-ccECP,61,61,i,s13 p11 d10 f10 g10 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Nb/Nb.cc-pVTZ-RI.cfour
Ne,10,recipes/Ne/ccECP,Ne.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Ne:cc-pV5Z-RI-ccECP,55,55,i,s13 p12 d12 f6 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ne/Ne.cc-pV5Z-RI.cfour
Ne,10,recipes/Ne/ccECP,Ne.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Ne:cc-pV6Z-RI-ccECP,62,62,k,s13 p12 d12 f6 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ne/Ne.cc-pV6Z-RI.cfour
Ne,10,recipes/Ne/ccECP,Ne.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Ne:cc-pVDZ-RI-ccECP,33,33,f,s12 p10 d9 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ne/Ne.cc-pVDZ-RI.cfour
Ne,10,recipes/Ne/ccECP,Ne.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Ne:cc-pVQZ-RI-ccECP,48,48,h,s13 p12 d11 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ne/Ne.cc-pVQZ-RI.cfour
