filename,element,orbital_basis,origin,source,n_functions,composition,max_L,sha256_16
Se.cc-pVTZ.AutoAuxC.orca,Se,cc-pVTZ,library,recipes/Se/ccECP/Se.cc-pVTZ.AutoAuxC.orca,36,S11 P9 D8 F3 G3 H2,h,76b11a374a9c49da
Si.aug-cc-pV5Z.AutoAuxC.orca,Si,aug-cc-pV5Z,library,recipes/Si/ccECP/Si.aug-cc-pV5Z.AutoAuxC.orca,54,S11 P11 D10 F7 G6 H5 I4,i,bc7679ff2164d914
Si.aug-cc-pV6Z.AutoAuxC.orca,Si,aug-cc-pV6Z,library,recipes/Si/ccECP/Si.aug-cc-pV6Z.AutoAuxC.orca,63,S12 P12 D11 F7 G7 H6 I4 K4,k,02c793f2d99254ee
Si.aug-cc-pVDZ.AutoAuxC.orca,Si,aug-cc-pVDZ,library,recipes/Si/ccECP/Si.aug-cc-pVDZ.AutoAuxC.orca,31,S11 P9 D8 F3,f,e1fd28e6c07b8c34
Si.aug-cc-pVQZ.AutoAuxC.orca,Si,aug-cc-pVQZ,library,recipes/Si/ccECP/Si.aug-cc-pVQZ.AutoAuxC.orca,49,S12 P11 D10 F6 G5 H5,h,2a3eb24b49a714a9
Si.aug-cc-pVTZ.AutoAuxC.orca,Si,aug-cc-pVTZ,library,recipes/Si/ccECP/Si.aug-cc-pVTZ.AutoAuxC.orca,40,S12 P10 D9 F5 G4,g,ae4c3633496087a7
Si.cc-pV5Z.AutoAuxC.orca,Si,cc-pV5Z,library,recipes/Si/ccECP/Si.cc-pV5Z.AutoAuxC.orca,50,S11 P11 D10 F6 G5 H4 I3,i,3464944d821bc251
Si.cc-pV6Z.AutoAuxC.orca,Si,cc-pV6Z,library,recipes/Si/ccECP/Si.cc-pV6Z.AutoAuxC.orca,56,S11 P11 D10 F6 G6 H5 I4 K3,k,7891ef61546c0e6e
Si.cc-pVDZ.AutoAuxC.orca,Si,cc-pVDZ,library,recipes/Si/ccECP/Si.cc-pVDZ.AutoAuxC.orca,30,S11 P9 D8 F2,f,e5952c31bbc8cba1
Si.cc-pVQZ.AutoAuxC.orca,Si,cc-pVQZ,library,recipes/Si/ccECP/Si.cc-pVQZ.AutoAuxC.orca,44,S11 P11 D10 F5 G4 H3,h,40f615d4b16e13de
Si.cc-pVTZ.AutoAuxC.orca,Si,cc-pVTZ,library,recipes/Si/ccECP/Si.cc-pVTZ.AutoAuxC.orca,37,S11 P10 D9 F4 G3,g,1c51d377b15d015d
Sn.aug-cc-pV5Z.AutoAuxC.orca,Sn,aug-cc-pV5Z,library,recipes/Sn/ccECP/Sn.aug-cc-pV5Z.AutoAuxC.orca,68,S13 P13 D12 F8 G7 H7 I5 K3,k,fed4c362d9761788
Sn.aug-cc-pV6Z.AutoAuxC.orca,Sn,aug-cc-pV6Z,library,recipes/Sn/ccECP/Sn.aug-cc-pV6Z.AutoAuxC.orca,82,S14 P14 D14 F9 G9 H9 I7 K6,k,a33f44e744ecb04e
Sn.aug-cc-pVDZ.AutoAuxC.orca,Sn,aug-cc-pVDZ,library,recipes/Sn/ccECP/Sn.aug-cc-pVDZ.AutoAuxC.orca,33,S11 P9 D7 F3 G3,g,f09e70a8e089ab96
Sn.aug-cc-pVQZ.AutoAuxC.orca,Sn,aug-cc-pVQZ,library,recipes/Sn/ccECP/Sn.aug-cc-pVQZ.AutoAuxC.orca,55,S13 P12 D11 F6 G5 H5 I3,i,d3176239e2dc8d18
Sn.aug-cc-pVTZ.AutoAuxC.orca,Sn,aug-cc-pVTZ,library,recipes/Sn/ccECP/Sn.aug-cc-pVTZ.AutoAuxC.orca,39,S11 P9 D8 F4 G4 H3,h,cf3097f672d5a8fb
Sn.cc-pV5Z.AutoAuxC.orca,Sn,cc-pV5Z,library,recipes/Sn/ccECP/Sn.cc-pV5Z.AutoAuxC.orca,62,S13 P12 D12 F7 G6 H6 I4 K2,k,a7b7cf704f7913c0
Sn.cc-pV6Z.AutoAuxC.orca,Sn,cc-pV6Z,library,recipes/Sn/ccECP/Sn.cc-pV6Z.AutoAuxC.orca,75,S13 P13 D13 F9 G8 H7 I6 K6,k,fd3db75873ba1d8a
Sn.cc-pVDZ.AutoAuxC.orca,Sn,cc-pVDZ,library,recipes/Sn/ccECP/Sn.cc-pVDZ.AutoAuxC.orca,28,S10 P8 D7 F2 G1,g,913453e9d6389b97
Sn.cc-pVQZ.AutoAuxC.orca,Sn,cc-pVQZ,library,recipes/Sn/ccECP/Sn.cc-pVQZ.AutoAuxC.orca,50,S13 P11 D10 F5 G4 H4 I3,i,c5579beede34fb9e
Sn.cc-pVTZ.AutoAuxC.orca,Sn,cc-pVTZ,library,recipes/Sn/ccECP/Sn.cc-pVTZ.AutoAuxC.orca,36,S11 P9 D8 F3 G3 H2,h,d5baafaa96aeac03
Ta.aug-cc-pCV5Z.AutoAuxC.orca,Ta,aug-cc-pCV5Z,library,recipes/Ta/ccECP/Ta.aug-cc-pCV5Z.AutoAuxC.orca,91,S17 P15 D14 F14 G13 H7 I6 K5,k,8fae00069fe3705f
Ta.aug-cc-pCVDZ.AutoAuxC.orca,Ta,aug-cc-pCVDZ,library,recipes/Ta/ccECP/Ta.aug-cc-pCVDZ.AutoAuxC.orca,72,S16 P14 D13 F12 G12 H5,h,f742e0dfcda5cee4
Ta.aug-cc-pCVQZ.AutoAuxC.orca,Ta,aug-cc-pCVQZ,library,recipes/Ta/ccECP/Ta.aug-cc-pCVQZ.AutoAuxC.orca,85,S16 P14 D13 F13 G13 H7 I5 K4,k,484c70ffcd08b65f
Ta.aug-cc-pCVTZ.AutoAuxC.orca,Ta,aug-cc-pCVTZ,library,recipes/Ta/ccECP/Ta.aug-cc-pCVTZ.AutoAuxC.orca,79,S16 P14 D13 F13 G13 H6 I4,i,d15481d025daf44c
Ta.aug-cc-pV5Z.AutoAuxC.orca,Ta,aug-cc-pV5Z,library,recipes/Ta/ccECP/Ta.aug-cc-pV5Z.AutoAuxC.orca,79,S15 P13 D12 F12 G12 H6 I5 K4,k,e935a02d06e68366
Ta.aug-cc-pVDZ.AutoAuxC.orca,Ta,aug-cc-pVDZ,library,recipes/Ta/ccECP/Ta.aug-cc-pVDZ.AutoAuxC.orca,61,S14 P12 D11 F10 G10 H4,h,71c65043f9174753
Ta.aug-cc-pVQZ.AutoAuxC.orca,Ta,aug-cc-pVQZ,library,recipes/Ta/ccECP/Ta.aug-cc-pVQZ.AutoAuxC.orca,74,S14 P12 D12 F11 G11 H6 I4 K4,k,66ce1642ab54db63
Ta.aug-cc-pVTZ.AutoAuxC.orca,Ta,aug-cc-pVTZ,library,recipes/Ta/ccECP/Ta.aug-cc-pVTZ.AutoAuxC.orca,68,S14 P12 D11 F11 G11 H5 I4,i,feb9ba9ecab829e0
Ta.cc-pCV5Z.AutoAuxC.orca,Ta,cc-pCV5Z,library,recipes/Ta/ccECP/Ta.cc-pCV5Z.AutoAuxC.orca,81,S15 P14 D13 F12 G12 H6 I5 K4,k,10186ea58c08702c
Ta.cc-pCVDZ.AutoAuxC.orca,Ta,cc-pCVDZ,library,recipes/Ta/ccECP/Ta.cc-pCVDZ.AutoAuxC.orca,62,S14 P12 D11 F11 G10 H4,h,64a3e6e562ec1ed2
Ta.cc-pCVQZ.AutoAuxC.orca,Ta,cc-pCVQZ,library,recipes/Ta/ccECP/Ta.cc-pCVQZ.AutoAuxC.orca,74,S14 P12 D12 F12 G11 H5 I4 K4,k,6c3006e2c777f52a
Ta.cc-pCVTZ.AutoAuxC.orca,Ta,cc-pCVTZ,library,recipes/Ta/ccECP/Ta.cc-pCVTZ.AutoAuxC.orca,67,S14 P12 D11 F11 G11 H5 I3,i,2fd1c3c84dd34cf0
Ta.cc-pV5Z.AutoAuxC.orca,Ta,cc-pV5Z,library,recipes/Ta/ccECP/Ta.cc-pV5Z.AutoAuxC.orca,67,S13 P11 D11 F10 G10 H5 I4 K3,k,8bdb5c1e737b7428
Ta.cc-pVDZ.AutoAuxC.orca,Ta,cc-pVDZ,library,recipes/Ta/ccECP/Ta.cc-pVDZ.AutoAuxC.orca,51,S12 P10 D9 F9 G9 H2,h,3fa062884ccd02ca
Ta.cc-pVQZ.AutoAuxC.orca,Ta,cc-pVQZ,library,recipes/Ta/ccECP/Ta.cc-pVQZ.AutoAuxC.orca,64,S13 P11 D10 F10 G10 H4 I3 K3,k,1abc9c2faa602290
Ta.cc-pVTZ.AutoAuxC.orca,Ta,cc-pVTZ,library,recipes/Ta/ccECP/Ta.cc-pVTZ.AutoAuxC.orca,56,S12 P10 D9 F9 G9 H4 I3,i,3f10a07e6fa0554f
Tb.aug-cc-pCVDZ.AutoAuxC.orca,Tb,aug-cc-pCVDZ,library,recipes/Tb/ccECP/Tb.aug-cc-pCVDZ.AutoAuxC.orca,109,S17 P17 D16 F16 G16 H14 I13,i,ac869a7ee8c61576
Tb.aug-cc-pCVQZ.AutoAuxC.orca,Tb,aug-cc-pCVQZ,library,recipes/Tb/ccECP/Tb.aug-cc-pCVQZ.AutoAuxC.orca,115,S17 P17 D16 F16 G16 H14 I13 K6,k,5c25c23684e19069
Tb.aug-cc-pCVTZ.AutoAuxC.orca,Tb,aug-cc-pCVTZ,library,recipes/Tb/ccECP/Tb.aug-cc-pCVTZ.AutoAuxC.orca,113,S17 P17 D16 F16 G15 H14 I13 K5,k,334bbe6a25f480a9
Tb.aug-cc-pVDZ.AutoAuxC.orca,Tb,aug-cc-pVDZ,library,recipes/Tb/ccECP/Tb.aug-cc-pVDZ.AutoAuxC.orca,99,S17 P15 D14 F14 G14 H13 I12,i,433b57ba2a582cc0
Tb.aug-cc-pVQZ.AutoAuxC.orca,Tb,aug-cc-pVQZ,library,recipes/Tb/ccECP/Tb.aug-cc-pVQZ.AutoAuxC.orca,111,S17 P16 D15 F15 G15 H14 I13 K6,k,fd66e204f52e3a96
Tb.aug-cc-pVTZ.AutoAuxC.orca,Tb,aug-cc-pVTZ,library,recipes/Tb/ccECP/Tb.aug-cc-pVTZ.AutoAuxC.orca,109,S17 P16 D15 F15 G15 H13 I13 K5,k,58da0a38cb6c3ad8
Tb.cc-pCVDZ.AutoAuxC.orca,Tb,cc-pCVDZ,library,recipes/Tb/ccECP/Tb.cc-pCVDZ.AutoAuxC.orca,98,S16 P15 D14 F14 G14 H13 I12,i,03de0c051f6a153c
Tb.cc-pCVQZ.AutoAuxC.orca,Tb,cc-pCVQZ,library,recipes/Tb/ccECP/Tb.cc-pCVQZ.AutoAuxC.orca,103,S16 P15 D14 F14 G14 H13 I12 K5,k,6f799d433f663d3a
Tb.cc-pCVTZ.AutoAuxC.orca,Tb,cc-pCVTZ,library,recipes/Tb/ccECP/Tb.cc-pCVTZ.AutoAuxC.orca,102,S16 P15 D14 F14 G14 H13 I12 K4,k,f819f6daf21e491c
Tb.cc-pVDZ.AutoAuxC.orca,Tb,cc-pVDZ,library,recipes/Tb/ccECP/Tb.cc-pVDZ.AutoAuxC.orca,88,S15 P14 D13 F13 G12 H11 I10,i,148fdfe580c1276a
Tb.cc-pVQZ.AutoAuxC.orca,Tb,cc-pVQZ,library,recipes/Tb/ccECP/Tb.cc-pVQZ.AutoAuxC.orca,100,S16 P15 D14 F14 G14 H12 I11 K4,k,63a78283e03e1be8
Tb.cc-pVTZ.AutoAuxC.orca,Tb,cc-pVTZ,library,recipes/Tb/ccECP/Tb.cc-pVTZ.AutoAuxC.orca,98,S16 P15 D14 F14 G13 H12 I11 K3,k,3a26390cc20859ac
Te.aug-cc-pV5Z.AutoAuxC.orca,Te,aug-cc-pV5Z,library,recipes/Te/ccECP/Te.aug-cc-pV5Z.AutoAuxC.orca,57,S13 P11 D10 F6 G5 H5 I4 K3,k,bdc92c6b522d7359
Te.aug-cc-pV6Z.AutoAuxC.orca,Te,aug-cc-pV6Z,library,recipes/Te/ccECP/Te.aug-cc-pV6Z.AutoAuxC.orca,62,S14 P12 D11 F6 G6 H5 I4 K4,k,3039a44159f55b88
Te.aug-cc-pVDZ.AutoAuxC.orca,Te,aug-cc-pVDZ,library,recipes/Te/ccECP/Te.aug-cc-pVDZ.AutoAuxC.orca,33,S11 P9 D7 F3 G3,g,7c12d86c6c469267
Te.aug-cc-pVQZ.AutoAuxC.orca,Te,aug-cc-pVQZ,library,recipes/Te/ccECP/Te.aug-cc-pVQZ.AutoAuxC.orca,50,S12 P11 D10 F5 G5 H4 I3,i,23d17e58cf311fe0
Te.aug-cc-pVTZ.AutoAuxC.orca,Te,aug-cc-pVTZ,library,recipes/Te/ccECP/Te.aug-cc-pVTZ.AutoAuxC.orca,39,S11 P9 D8 F4 G4 H3,h,c204b488d4ea3110
Te.cc-pV5Z.AutoAuxC.orca,Te,cc-pV5Z,library,recipes/Te/ccECP/Te.cc-pV5Z.AutoAuxC.orca,52,S12 P11 D10 F5 G4 H4 I3 K3,k,e0488740473402c2
Te.cc-pV6Z.AutoAuxC.orca,Te,cc-pV6Z,library,recipes/Te/ccECP/Te.cc-pV6Z.AutoAuxC.orca,54,S13 P11 D10 F5 G5 H4 I3 K3,k,440d89690110d50a
Te.cc-pVDZ.AutoAuxC.orca,Te,cc-pVDZ,library,recipes/Te/ccECP/Te.cc-pVDZ.AutoAuxC.orca,28,S10 P8 D7 F2 G1,g,559073f618f723ef
Te.cc-pVQZ.AutoAuxC.orca,Te,cc-pVQZ,library,recipes/Te/ccECP/Te.cc-pVQZ.AutoAuxC.orca,45,S12 P10 D9 F4 G4 H3 I3,i,2690a1c6768b9094
Te.cc-pVTZ.AutoAuxC.orca,Te,cc-pVTZ,library,recipes/Te/ccECP/Te.cc-pVTZ.AutoAuxC.orca,36,S11 P9 D8 F3 G3 H2,h,1e6c55fe03c0a469
Ti.aug-cc-pCV5Z.AutoAuxC.orca,Ti,aug-cc-pCV5Z,library,recipes/Ti/ccECP/Ti.aug-cc-pCV5Z.AutoAuxC.orca,91,S17 P15 D14 F14 G13 H7 I6 K5,k,6b4215d39c1d833a
Ti.aug-cc-pCVDZ.AutoAuxC.orca,Ti,aug-cc-pCVDZ,library,recipes/Ti/ccECP/Ti.aug-cc-pCVDZ.AutoAuxC.orca,80,S17 P15 D14 F14 G14 H6,h,ad1af5eca70b9b0f
Ti.aug-cc-pCVQZ.AutoAuxC.orca,Ti,aug-cc-pCVQZ,library,recipes/Ti/ccECP/Ti.aug-cc-pCVQZ.AutoAuxC.orca,90,S17 P15 D14 F14 G13 H7 I5 K5,k,8fed283b521c35ec
Ti.aug-cc-pCVTZ.AutoAuxC.orca,Ti,aug-cc-pCVTZ,library,recipes/Ti/ccECP/Ti.aug-cc-pCVTZ.AutoAuxC.orca,86,S17 P15 D14 F14 G14 H7 I5,i,29757ea0ec4e8dc1
Ti.aug-cc-pV5Z.AutoAuxC.orca,Ti,aug-cc-pV5Z,library,recipes/Ti/ccECP/Ti.aug-cc-pV5Z.AutoAuxC.orca,89,S17 P15 D14 F13 G13 H7 I5 K5,k,93519ea5bf94f22d
Ti.aug-cc-pVDZ.AutoAuxC.orca,Ti,aug-cc-pVDZ,library,recipes/Ti/ccECP/Ti.aug-cc-pVDZ.AutoAuxC.orca,62,S14 P12 D11 F11 G10 H4,h,511da5d9b812b37f
Ti.aug-cc-pVQZ.AutoAuxC.orca,Ti,aug-cc-pVQZ,library,recipes/Ti/ccECP/Ti.aug-cc-pVQZ.AutoAuxC.orca,84,S16 P14 D13 F13 G12 H7 I5 K4,k,a862ec0e0b03431d
Ti.aug-cc-pVTZ.AutoAuxC.orca,Ti,aug-cc-pVTZ,library,recipes/Ti/ccECP/Ti.aug-cc-pVTZ.AutoAuxC.orca,73,S15 P13 D12 F12 G11 H6 I4,i,f24e93be2dead3b4
Ti.cc-pCV5Z.AutoAuxC.orca,Ti,cc-pCV5Z,library,recipes/Ti/ccECP/Ti.cc-pCV5Z.AutoAuxC.orca,82,S16 P14 D13 F12 G12 H6 I5 K4,k,98a968f9b9b45d76
Ti.cc-pCVDZ.AutoAuxC.orca,Ti,cc-pCVDZ,library,recipes/Ti/ccECP/Ti.cc-pCVDZ.AutoAuxC.orca,73,S16 P14 D13 F13 G12 H5,h,0ebb232aa8842ae0
Ti.cc-pCVQZ.AutoAuxC.orca,Ti,cc-pCVQZ,library,recipes/Ti/ccECP/Ti.cc-pCVQZ.AutoAuxC.orca,81,S16 P14 D13 F12 G12 H6 I4 K4,k,7f7123a5d6699ea5
Ti.cc-pCVTZ.AutoAuxC.orca,Ti,cc-pCVTZ,library,recipes/Ti/ccECP/Ti.cc-pCVTZ.AutoAuxC.orca,78,S16 P14 D13 F13 G13 H5 I4,i,8c5dc052e0271d35
Ti.cc-pV5Z.AutoAuxC.orca,Ti,cc-pV5Z,library,recipes/Ti/ccECP/Ti.cc-pV5Z.AutoAuxC.orca,78,S15 P13 D12 F12 G12 H6 I4 K4,k,2890c941ccbaf7bc
Ti.cc-pVDZ.AutoAuxC.orca,Ti,cc-pVDZ,library,recipes/Ti/ccECP/Ti.cc-pVDZ.AutoAuxC.orca,55,S13 P11 D10 F10 G9 H2,h,246ecbdfcc6fe4b8
Ti.cc-pVQZ.AutoAuxC.orca,Ti,cc-pVQZ,library,recipes/Ti/ccECP/Ti.cc-pVQZ.AutoAuxC.orca,74,S15 P13 D12 F11 G11 H5 I4 K3,k,a708218e758136ef
Ti.cc-pVTZ.AutoAuxC.orca,Ti,cc-pVTZ,library,recipes/Ti/ccECP/Ti.cc-pVTZ.AutoAuxC.orca,64,S14 P12 D11 F10 G10 H4 I3,i,fcd6bba983d225ca
V.aug-cc-pCV5Z.AutoAuxC.orca,V,aug-cc-pCV5Z,library,recipes/V/ccECP/V.aug-cc-pCV5Z.AutoAuxC.orca,89,S17 P15 D14 F13 G13 H7 I5 K5,k,5fffdbebfdd3d373
V.aug-cc-pCVDZ.AutoAuxC.orca,V,aug-cc-pCVDZ,library,recipes/V/ccECP/V.aug-cc-pCVDZ.AutoAuxC.orca,73,S16 P14 D13 F13 G12 H5,h,876aaefd35d2b2a4
V.aug-cc-pCVQZ.AutoAuxC.orca,V,aug-cc-pCVQZ,library,recipes/V/ccECP/V.aug-cc-pCVQZ.AutoAuxC.orca,88,S17 P15 D14 F13 G13 H7 I5 K4,k,561f90adecd6a573
V.aug-cc-pCVTZ.AutoAuxC.orca,V,aug-cc-pCVTZ,library,recipes/V/ccECP/V.aug-cc-pCVTZ.AutoAuxC.orca,82,S17 P15 D14 F13 G12 H6 I5,i,6aa02c44ba51b82e
V.aug-cc-pV5Z.AutoAuxC.orca,V,aug-cc-pV5Z,library,recipes/V/ccECP/V.aug-cc-pV5Z.AutoAuxC.orca,89,S17 P15 D14 F13 G13 H7 I5 K5,k,5fffdbebfdd3d373
V.aug-cc-pVDZ.AutoAuxC.orca,V,aug-cc-pVDZ,library,recipes/V/ccECP/V.aug-cc-pVDZ.AutoAuxC.orca,62,S14 P12 D11 F11 G10 H4,h,647dc3ca05b8b9ec
V.aug-cc-pVQZ.AutoAuxC.orca,V,aug-cc-pVQZ,library,recipes/V/ccECP/V.aug-cc-pVQZ.AutoAuxC.orca,82,S16 P14 D13 F12 G12 H6 I5 K4,k,7bb354c51a80778b
V.aug-cc-pVTZ.AutoAuxC.orca,V,aug-cc-pVTZ,library,recipes/V/ccECP/V.aug-cc-pVTZ.AutoAuxC.orca,75,S16 P14 D12 F12 G11 H6 I4,i,690324f033e152d6
V.cc-pCV5Z.AutoAuxC.orca,V,cc-pCV5Z,library,recipes/V/ccECP/V.cc-pCV5Z.AutoAuxC.orca,79,S16 P14 D12 F12 G11 H6 I4 K4,k,d40cec360c99b20b
V.cc-pCVDZ.AutoAuxC.orca,V,cc-pCVDZ,library,recipes/V/ccECP/V.cc-pCVDZ.AutoAuxC.orca,66,S15 P13 D12 F11 G11 H4,h,bd890c515a157038
V.cc-pCVQZ.AutoAuxC.orca,V,cc-pCVQZ,library,recipes/V/ccECP/V.cc-pCVQZ.AutoAuxC.orca,79,S16 P14 D13 F12 G11 H6 I4 K3,k,338e3d358723618b
V.cc-pCVTZ.AutoAuxC.orca,V,cc-pCVTZ,library,recipes/V/ccECP/V.cc-pCVTZ.AutoAuxC.orca,73,S16 P14 D12 F12 G11 H5 I3,i,26a42e5c80bad960
V.cc-pV5Z.AutoAuxC.orca,V,cc-pV5Z,library,recipes/V/ccECP/V.cc-pV5Z.AutoAuxC.orca,79,S16 P14 D12 F12 G11 H6 I4 K4,k,d40cec360c99b20b
V.cc-pVDZ.AutoAuxC.orca,V,cc-pVDZ,library,recipes/V/ccECP/V.cc-pVDZ.AutoAuxC.orca,54,S13 P11 D10 F9 G9 H2,h,9ddd76f095e6d9ad
V.cc-pVQZ.AutoAuxC.orca,V,cc-pVQZ,library,recipes/V/ccECP/V.cc-pVQZ.AutoAuxC.orca,74,S15 P13 D12 F11 G11 H5 I4 K3,k,3db30e63c35e9252
V.cc-pVTZ.AutoAuxC.orca,V,cc-pVTZ,library,recipes/V/ccECP/V.cc-pVTZ.AutoAuxC.orca,65,S14 P12 D11 F11 G10 H4 I3,i,9c40b826170e8359
W.aug-cc-pCV5Z.AutoAuxC.orca,W,aug-cc-pCV5Z,library,recipes/W/ccECP/W.aug-cc-pCV5Z.AutoAuxC.orca,90,S16 P15 D14 F14 G14 H7 I5 K5,k,7fcc3607052e74b6
W.aug-cc-pCVDZ.AutoAuxC.orca,W,aug-cc-pCVDZ,library,recipes/W/ccECP/W.aug-cc-pCVDZ.AutoAuxC.orca,71,S15 P14 D13 F12 G12 H5,h,ad8add0b9d56db24
W.aug-cc-pCVQZ.AutoAuxC.orca,W,aug-cc-pCVQZ,library,recipes/W/ccECP/W.aug-cc-pCVQZ.AutoAuxC.orca,84,S16 P14 D13 F13 G13 H6 I5 K4,k,d117938b42635af6
W.aug-cc-pCVTZ.AutoAuxC.orca,W,aug-cc-pCVTZ,library,recipes/W/ccECP/W.aug-cc-pCVTZ.AutoAuxC.orca,79,S16 P14 D13 F13 G13 H6 I4,i,7ff0878f0f3f06ef
W.aug-cc-pV5Z.AutoAuxC.orca,W,aug-cc-pV5Z,library,recipes/W/ccECP/W.aug-cc-pV5Z.AutoAuxC.orca,79,S15 P13 D12 F12 G12 H6 I5 K4,k,9225258f959f6a23
W.aug-cc-pVDZ.AutoAuxC.orca,W,aug-cc-pVDZ,library,recipes/W/ccECP/W.aug-cc-pVDZ.AutoAuxC.orca,61,S14 P12 D11 F11 G10 H3,h,f8b2e39b2c944717
W.aug-cc-pVQZ.AutoAuxC.orca,W,aug-cc-pVQZ,library,recipes/W/ccECP/W.aug-cc-pVQZ.AutoAuxC.orca,76,S14 P13 D12 F12 G11 H6 I4 K4,k,0c91ca369d7d55a5
W.aug-cc-pVTZ.AutoAuxC.orca,W,aug-cc-pVTZ,library,recipes/W/ccECP/W.aug-cc-pVTZ.AutoAuxC.orca,68,S14 P12 D11 F11 G11 H5 I4,i,560352754da4c42d
W.cc-pCV5Z.AutoAuxC.orca,W,cc-pCV5Z,library,recipes/W/ccECP/W.cc-pCV5Z.AutoAuxC.orca,80,S15 P14 D13 F12 G12 H6 I4 K4,k,2d9f1c8998fb144a
W.cc-pCVDZ.AutoAuxC.orca,W,cc-pCVDZ,library,recipes/W/ccECP/W.cc-pCVDZ.AutoAuxC.orca,62,S14 P12 D11 F11 G11 H3,h,5b5b7515fbf7b748
W.cc-pCVQZ.AutoAuxC.orca,W,cc-pCVQZ,library,recipes/W/ccECP/W.cc-pCVQZ.AutoAuxC.orca,74,S14 P13 D12 F12 G11 H5 I4 K3,k,0b0f9cbee156c972
W.cc-pCVTZ.AutoAuxC.orca,W,cc-pCVTZ,library,recipes/W/ccECP/W.cc-pCVTZ.AutoAuxC.orca,67,S14 P12 D11 F11 G11 H5 I3,i,ea5e98495ae32011
W.cc-pV5Z.AutoAuxC.orca,W,cc-pV5Z,library,recipes/W/ccECP/W.cc-pV5Z.AutoAuxC.orca,69,S13 P12 D11 F11 G10 H5 I4 K3,k,f535c60692905cc1
W.cc-pVDZ.AutoAuxC.orca,W,cc-pVDZ,library,recipes/W/ccECP/W.cc-pVDZ.AutoAuxC.orca,51,S12 P10 D9 F9 G9 H2,h,cec17c581eb7aad1
W.cc-pVQZ.AutoAuxC.orca,W,cc-pVQZ,library,recipes/W/ccECP/W.cc-pVQZ.AutoAuxC.orca,64,S13 P11 D10 F10 G10 H4 I3 K3,k,75022f74ac18fe3d
W.cc-pVTZ.AutoAuxC.orca,W,cc-pVTZ,library,recipes/W/ccECP/W.cc-pVTZ.AutoAuxC.orca,59,S12 P11 D10 F10 G9 H4 I3,i,f5247ad444d22727
Y.aug-cc-pCV5Z.AutoAuxC.orca,Y,aug-cc-pCV5Z,library,recipes/Y/ccECP/Y.aug-cc-pCV5Z.AutoAuxC.orca,87,S16 P14 D13 F13 G13 H7 I6 K5,k,15731aca73f455ba
Y.aug-cc-pCVDZ.AutoAuxC.orca,Y,aug-cc-pCVDZ,library,recipes/Y/ccECP/Y.aug-cc-pCVDZ.AutoAuxC.orca,67,S14 P13 D12 F11 G11 H6,h,be2800b928947a37
Y.aug-cc-pCVQZ.AutoAuxC.orca,Y,aug-cc-pCVQZ,library,recipes/Y/ccECP/Y.aug-cc-pCVQZ.AutoAuxC.orca,86,S16 P14 D13 F13 G13 H7 I5 K5,k,4f0d9d4b3b02bfc2
Y.aug-cc-pCVTZ.AutoAuxC.orca,Y,aug-cc-pCVTZ,library,recipes/Y/ccECP/Y.aug-cc-pCVTZ.AutoAuxC.orca,75,S15 P13 D12 F12 G12 H6 I5,i,bd707c4acac09d69
Y.aug-cc-pV5Z.AutoAuxC.orca,Y,aug-cc-pV5Z,library,recipes/Y/ccECP/Y.aug-cc-pV5Z.AutoAuxC.orca,81,S15 P13 D12 F12 G12 H7 I5 K5,k,25fe208f866d0b52
Y.aug-cc-pVDZ.AutoAuxC.orca,Y,aug-cc-pVDZ,library,recipes/Y/ccECP/Y.aug-cc-pVDZ.AutoAuxC.orca,57,S13 P11 D10 F10 G9 H4,h,dc58e7deb6560e21
Y.aug-cc-pVQZ.AutoAuxC.orca,Y,aug-cc-pVQZ,library,recipes/Y/ccECP/Y.aug-cc-pVQZ.AutoAuxC.orca,74,S14 P12 D11 F11 G11 H6 I5 K4,k,af8aec042087ddad
Y.aug-cc-pVTZ.AutoAuxC.orca,Y,aug-cc-pVTZ,library,recipes/Y/ccECP/Y.aug-cc-pVTZ.AutoAuxC.orca,63,S13 P11 D10 F10 G10 H5 I4,i,67ca0c139b4271da
Y.cc-pCV5Z.AutoAuxC.orca,Y,cc-pCV5Z,library,recipes/Y/ccECP/Y.cc-pCV5Z.AutoAuxC.orca,75,S14 P12 D12 F11 G11 H6 I5 K4,k,7dbb0175b40422cb
Y.cc-pCVDZ.AutoAuxC.orca,Y,cc-pCVDZ,library,recipes/Y/ccECP/Y.cc-pCVDZ.AutoAuxC.orca,58,S13 P11 D10 F10 G10 H4,h,d3e0b230a02b8967
Y.cc-pCVQZ.AutoAuxC.orca,Y,cc-pCVQZ,library,recipes/Y/ccECP/Y.cc-pCVQZ.AutoAuxC.orca,75,S15 P13 D11 F11 G11 H6 I4 K4,k,85acc3e4689a0ce2
Y.cc-pCVTZ.AutoAuxC.orca,Y,cc-pCVTZ,library,recipes/Y/ccECP/Y.cc-pCVTZ.AutoAuxC.orca,67,S14 P12 D11 F11 G10 H5 I4,i,2175506c0a4ec0e0
Y.cc-pV5Z.AutoAuxC.orca,Y,cc-pV5Z,library,recipes/Y/ccECP/Y.cc-pV5Z.AutoAuxC.orca,72,S14 P12 D11 F11 G10 H6 I4 K4,k,44390ca2abd9da3c
Y.cc-pVDZ.AutoAuxC.orca,Y,cc-pVDZ,library,recipes/Y/ccECP/Y.cc-pVDZ.AutoAuxC.orca,49,S12 P10 D9 F8 G8 H2,h,f6c65a9c2805d667
