filename,element,orbital_basis,origin,source,n_functions,composition,max_L,sha256_16
C.aug-cc-pVTZ.AutoAuxC.orca,C,aug-cc-pVTZ,library,recipes/C/ccECP/C.aug-cc-pVTZ.AutoAuxC.orca,42,S12 P11 D10 F5 G4,g,83e9c387b748eb09
C.cc-pV5Z.AutoAuxC.orca,C,cc-pV5Z,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,50,S12 P12 D11 F5 G4 H3 I3,i,86ef80819b6359bb
C.cc-pV6Z.AutoAuxC.orca,C,cc-pV6Z,library,recipes/C/ccECP/C.cc-pV6Z.AutoAuxC.orca,59,S12 P12 D11 F6 G6 H5 I4 K3,k,e3c834d3b4779e59
C.cc-pVDZ.AutoAuxC.orca,C,cc-pVDZ,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,33,S12 P10 D9 F2,f,95ecee8e50a3f984
C.cc-pVQZ.AutoAuxC.orca,C,cc-pVQZ,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,47,S12 P12 D11 F5 G4 H3,h,cedf3390297229d9
C.cc-pVTZ.AutoAuxC.orca,C,cc-pVTZ,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,40,S12 P11 D10 F4 G3,g,3d192d6f7a1e1e4a
Ca.aug-cc-pCV5Z.AutoAuxC.orca,Ca,aug-cc-pCV5Z,library,recipes/Ca/ccECP/Ca.aug-cc-pCV5Z.AutoAuxC.orca,94,S17 P17 D17 F11 G11 H8 I7 K6,k,7079dddfdd7213c7
Ca.aug-cc-pCV6Z.AutoAuxC.orca,Ca,aug-cc-pCV6Z,library,recipes/Ca/ccECP/Ca.aug-cc-pCV6Z.AutoAuxC.orca,100,S17 P17 D17 F12 G12 H10 I8 K7,k,b7e9ac8f9fbd6bbb
Ca.aug-cc-pCVDZ.AutoAuxC.orca,Ca,aug-cc-pCVDZ,library,recipes/Ca/ccECP/Ca.aug-cc-pCVDZ.AutoAuxC.orca,59,S16 P14 D13 F8 G8,g,97ae945141ea2624
Ca.aug-cc-pCVQZ.AutoAuxC.orca,Ca,aug-cc-pCVQZ,library,recipes/Ca/ccECP/Ca.aug-cc-pCVQZ.AutoAuxC.orca,81,S17 P16 D15 F10 G9 H8 I6,i,5c7e2f5983cdc7f9
Ca.aug-cc-pCVTZ.AutoAuxC.orca,Ca,aug-cc-pCVTZ,library,recipes/Ca/ccECP/Ca.aug-cc-pCVTZ.AutoAuxC.orca,71,S17 P15 D14 F9 G9 H7,h,3ceb9ab54cce2267
Ca.aug-cc-pV5Z.AutoAuxC.orca,Ca,aug-cc-pV5Z,library,recipes/Ca/ccECP/Ca.aug-cc-pV5Z.AutoAuxC.orca,73,S15 P14 D13 F8 G8 H6 I5 K4,k,eb2c229a3923b5ba
Ca.aug-cc-pV6Z.AutoAuxC.orca,Ca,aug-cc-pV6Z,library,recipes/Ca/ccECP/Ca.aug-cc-pV6Z.AutoAuxC.orca,79,S16 P14 D13 F9 G9 H7 I6 K5,k,96f2ad59a27104cc
Ca.aug-cc-pVDZ.AutoAuxC.orca,Ca,aug-cc-pVDZ,library,recipes/Ca/ccECP/Ca.aug-cc-pVDZ.AutoAuxC.orca,52,S15 P13 D12 F7 G5,g,54ec190c5594ba04
Ca.aug-cc-pVQZ.AutoAuxC.orca,Ca,aug-cc-pVQZ,library,recipes/Ca/ccECP/Ca.aug-cc-pVQZ.AutoAuxC.orca,64,S15 P13 D12 F7 G7 H6 I4,i,0741e2aeb1bcc817
Ca.aug-cc-pVTZ.AutoAuxC.orca,Ca,aug-cc-pVTZ,library,recipes/Ca/ccECP/Ca.aug-cc-pVTZ.AutoAuxC.orca,58,S15 P13 D12 F7 G7 H4,h,f140c2695c5d32af
Ca.cc-pCV5Z.AutoAuxC.orca,Ca,cc-pCV5Z,library,recipes/Ca/ccECP/Ca.cc-pCV5Z.AutoAuxC.orca,79,S15 P15 D14 F9 G9 H7 I5 K5,k,f0623ca05411a346
Ca.cc-pCV6Z.AutoAuxC.orca,Ca,cc-pCV6Z,library,recipes/Ca/ccECP/Ca.cc-pCV6Z.AutoAuxC.orca,87,S15 P15 D15 F10 G10 H9 I7 K6,k,b0695a3667ca623c
Ca.cc-pCVDZ.AutoAuxC.orca,Ca,cc-pCVDZ,library,recipes/Ca/ccECP/Ca.cc-pCVDZ.AutoAuxC.orca,53,S14 P13 D12 F7 G7,g,5007899f0bd81345
Ca.cc-pCVQZ.AutoAuxC.orca,Ca,cc-pCVQZ,library,recipes/Ca/ccECP/Ca.cc-pCVQZ.AutoAuxC.orca,69,S15 P14 D13 F8 G8 H6 I5,i,ced76b8bcbf0fe36
Ca.cc-pCVTZ.AutoAuxC.orca,Ca,cc-pCVTZ,library,recipes/Ca/ccECP/Ca.cc-pCVTZ.AutoAuxC.orca,61,S15 P13 D12 F8 G8 H5,h,dcb4b30218baba96
Ca.cc-pV5Z.AutoAuxC.orca,Ca,cc-pV5Z,library,recipes/Ca/ccECP/Ca.cc-pV5Z.AutoAuxC.orca,58,S13 P11 D10 F6 G6 H5 I4 K3,k,2c0386c689688bd2
Ca.cc-pV6Z.AutoAuxC.orca,Ca,cc-pV6Z,library,recipes/Ca/ccECP/Ca.cc-pV6Z.AutoAuxC.orca,65,S14 P12 D11 F7 G7 H6 I4 K4,k,d3ede2c01882e053
Ca.cc-pVDZ.AutoAuxC.orca,Ca,cc-pVDZ,library,recipes/Ca/ccECP/Ca.cc-pVDZ.AutoAuxC.orca,44,S13 P11 D10 F6 G4,g,a6866d1858e445cd
Ca.cc-pVQZ.AutoAuxC.orca,Ca,cc-pVQZ,library,recipes/Ca/ccECP/Ca.cc-pVQZ.AutoAuxC.orca,53,S13 P11 D10 F6 G6 H4 I3,i,e40752806986f239
Ca.cc-pVTZ.AutoAuxC.orca,Ca,cc-pVTZ,library,recipes/Ca/ccECP/Ca.cc-pVTZ.AutoAuxC.orca,48,S13 P11 D10 F6 G6 H2,h,72fd1c299919a111
Cd.aug-cc-pCV5Z.AutoAuxC.orca,Cd,aug-cc-pCV5Z,library,recipes/Cd/ccECP/Cd.aug-cc-pCV5Z.AutoAuxC.orca,90,S17 P15 D14 F14 G14 H7 I5 K4,k,cf4918c2adf8461c
Cd.aug-cc-pCVDZ.AutoAuxC.orca,Cd,aug-cc-pCVDZ,library,recipes/Cd/ccECP/Cd.aug-cc-pCVDZ.AutoAuxC.orca,76,S16 P15 D14 F13 G13 H5,h,8a72e4083beb121f
Cd.aug-cc-pCVQZ.AutoAuxC.orca,Cd,aug-cc-pCVQZ,library,recipes/Cd/ccECP/Cd.aug-cc-pCVQZ.AutoAuxC.orca,89,S18 P15 D14 F14 G14 H6 I4 K4,k,eb5a55fb577ce295
Cd.aug-cc-pCVTZ.AutoAuxC.orca,Cd,aug-cc-pCVTZ,library,recipes/Cd/ccECP/Cd.aug-cc-pCVTZ.AutoAuxC.orca,83,S17 P15 D14 F14 G14 H5 I4,i,e3d521bd773b1963
Cd.aug-cc-pV5Z.AutoAuxC.orca,Cd,aug-cc-pV5Z,library,recipes/Cd/ccECP/Cd.aug-cc-pV5Z.AutoAuxC.orca,90,S17 P15 D14 F14 G14 H7 I5 K4,k,cf4918c2adf8461c
Cd.aug-cc-pVDZ.AutoAuxC.orca,Cd,aug-cc-pVDZ,library,recipes/Cd/ccECP/Cd.aug-cc-pVDZ.AutoAuxC.orca,66,S15 P13 D12 F12 G11 H3,h,1d32ec49df0ef128
Cd.aug-cc-pVQZ.AutoAuxC.orca,Cd,aug-cc-pVQZ,library,recipes/Cd/ccECP/Cd.aug-cc-pVQZ.AutoAuxC.orca,85,S16 P15 D14 F13 G13 H6 I4 K4,k,5e0e3799efdc0bca
Cd.aug-cc-pVTZ.AutoAuxC.orca,Cd,aug-cc-pVTZ,library,recipes/Cd/ccECP/Cd.aug-cc-pVTZ.AutoAuxC.orca,76,S16 P14 D13 F13 G12 H5 I3,i,55266d9931f428a2
Cd.cc-pCV5Z.AutoAuxC.orca,Cd,cc-pCV5Z,library,recipes/Cd/ccECP/Cd.cc-pCV5Z.AutoAuxC.orca,81,S16 P14 D13 F13 G12 H5 I4 K4,k,7ab3cb6d3ffb8990
Cd.cc-pCVDZ.AutoAuxC.orca,Cd,cc-pCVDZ,library,recipes/Cd/ccECP/Cd.cc-pCVDZ.AutoAuxC.orca,66,S15 P13 D12 F12 G11 H3,h,7e3b09eb973ff354
Cd.cc-pCVQZ.AutoAuxC.orca,Cd,cc-pCVQZ,library,recipes/Cd/ccECP/Cd.cc-pCVQZ.AutoAuxC.orca,79,S16 P14 D13 F13 G12 H5 I3 K3,k,b843579e2bdc5071
Cd.cc-pCVTZ.AutoAuxC.orca,Cd,cc-pCVTZ,library,recipes/Cd/ccECP/Cd.cc-pCVTZ.AutoAuxC.orca,74,S16 P14 D13 F12 G12 H4 I3,i,be279f0f523447f6
Cd.cc-pV5Z.AutoAuxC.orca,Cd,cc-pV5Z,library,recipes/Cd/ccECP/Cd.cc-pV5Z.AutoAuxC.orca,80,S16 P14 D13 F13 G12 H5 I4 K3,k,393e377835d4738e
Cd.cc-pVDZ.AutoAuxC.orca,Cd,cc-pVDZ,library,recipes/Cd/ccECP/Cd.cc-pVDZ.AutoAuxC.orca,56,S13 P11 D10 F10 G10 H2,h,3ff6747cb7537b2c
Cd.cc-pVQZ.AutoAuxC.orca,Cd,cc-pVQZ,library,recipes/Cd/ccECP/Cd.cc-pVQZ.AutoAuxC.orca,74,S15 P13 D12 F12 G11 H5 I3 K3,k,6a8ac5e66b6d9205
Cd.cc-pVTZ.AutoAuxC.orca,Cd,cc-pVTZ,library,recipes/Cd/ccECP/Cd.cc-pVTZ.AutoAuxC.orca,66,S14 P12 D11 F11 G11 H4 I3,i,d9b2dd47a178e8e6
Ce.aug-cc-pCVDZ.AutoAuxC.orca,Ce,aug-cc-pCVDZ,library,recipes/Ce/ccECP/Ce.aug-cc-pCVDZ.AutoAuxC.orca,85,S15 P13 D12 F12 G12 H11 I10,i,0d293941a562a14a
Ce.aug-cc-pCVQZ.AutoAuxC.orca,Ce,aug-cc-pCVQZ,library,recipes/Ce/ccECP/Ce.aug-cc-pCVQZ.AutoAuxC.orca,90,S15 P13 D12 F12 G12 H11 I10 K5,k,9c3266ba11781eb3
Ce.aug-cc-pCVTZ.AutoAuxC.orca,Ce,aug-cc-pCVTZ,library,recipes/Ce/ccECP/Ce.aug-cc-pCVTZ.AutoAuxC.orca,90,S15 P13 D12 F12 G12 H11 I10 K5,k,cf8fc7f1c6dff826
Ce.aug-cc-pVDZ.AutoAuxC.orca,Ce,aug-cc-pVDZ,library,recipes/Ce/ccECP/Ce.aug-cc-pVDZ.AutoAuxC.orca,85,S15 P13 D12 F12 G12 H11 I10,i,0d293941a562a14a
Ce.aug-cc-pVQZ.AutoAuxC.orca,Ce,aug-cc-pVQZ,library,recipes/Ce/ccECP/Ce.aug-cc-pVQZ.AutoAuxC.orca,90,S15 P13 D12 F12 G12 H11 I10 K5,k,9c3266ba11781eb3
Ce.aug-cc-pVTZ.AutoAuxC.orca,Ce,aug-cc-pVTZ,library,recipes/Ce/ccECP/Ce.aug-cc-pVTZ.AutoAuxC.orca,90,S15 P13 D12 F12 G12 H11 I10 K5,k,cf8fc7f1c6dff826
Ce.cc-pCVDZ.AutoAuxC.orca,Ce,cc-pCVDZ,library,recipes/Ce/ccECP/Ce.cc-pCVDZ.AutoAuxC.orca,78,S14 P12 D11 F11 G11 H10 I9,i,9c01a9b246bdeda4
Ce.cc-pCVQZ.AutoAuxC.orca,Ce,cc-pCVQZ,library,recipes/Ce/ccECP/Ce.cc-pCVQZ.AutoAuxC.orca,82,S14 P12 D11 F11 G11 H10 I9 K4,k,091e008ac69100bc
Ce.cc-pCVTZ.AutoAuxC.orca,Ce,cc-pCVTZ,library,recipes/Ce/ccECP/Ce.cc-pCVTZ.AutoAuxC.orca,82,S14 P12 D11 F11 G11 H10 I9 K4,k,d1ca714162ea971b
Ce.cc-pVDZ.AutoAuxC.orca,Ce,cc-pVDZ,library,recipes/Ce/ccECP/Ce.cc-pVDZ.AutoAuxC.orca,78,S14 P12 D11 F11 G11 H10 I9,i,9c01a9b246bdeda4
Ce.cc-pVQZ.AutoAuxC.orca,Ce,cc-pVQZ,library,recipes/Ce/ccECP/Ce.cc-pVQZ.AutoAuxC.orca,82,S14 P12 D11 F11 G11 H10 I9 K4,k,091e008ac69100bc
Ce.cc-pVTZ.AutoAuxC.orca,Ce,cc-pVTZ,library,recipes/Ce/ccECP/Ce.cc-pVTZ.AutoAuxC.orca,82,S14 P12 D11 F11 G11 H10 I9 K4,k,d1ca714162ea971b
Cl.aug-cc-pV5Z.AutoAuxC.orca,Cl,aug-cc-pV5Z,library,recipes/Cl/ccECP/Cl.aug-cc-pV5Z.AutoAuxC.orca,52,S11 P10 D10 F6 G6 H5 I4,i,05a99e82414035ad
Cl.aug-cc-pV6Z.AutoAuxC.orca,Cl,aug-cc-pV6Z,library,recipes/Cl/ccECP/Cl.aug-cc-pV6Z.AutoAuxC.orca,60,S12 P11 D11 F7 G6 H5 I4 K4,k,30317666a92a29b5
Cl.aug-cc-pVDZ.AutoAuxC.orca,Cl,aug-cc-pVDZ,library,recipes/Cl/ccECP/Cl.aug-cc-pVDZ.AutoAuxC.orca,31,S11 P9 D8 F3,f,eff7b88b15866345
Cl.aug-cc-pVQZ.AutoAuxC.orca,Cl,aug-cc-pVQZ,library,recipes/Cl/ccECP/Cl.aug-cc-pVQZ.AutoAuxC.orca,46,S11 P10 D10 F6 G5 H4,h,68850f30e8e9ea91
Cl.aug-cc-pVTZ.AutoAuxC.orca,Cl,aug-cc-pVTZ,library,recipes/Cl/ccECP/Cl.aug-cc-pVTZ.AutoAuxC.orca,39,S11 P10 D9 F5 G4,g,378fcd58357b2f1d
Cl.cc-pV5Z.AutoAuxC.orca,Cl,cc-pV5Z,library,recipes/Cl/ccECP/Cl.cc-pV5Z.AutoAuxC.orca,48,S11 P10 D10 F5 G5 H4 I3,i,af696937ec9e86fc
Cl.cc-pV6Z.AutoAuxC.orca,Cl,cc-pV6Z,library,recipes/Cl/ccECP/Cl.cc-pV6Z.AutoAuxC.orca,55,S11 P10 D10 F6 G6 H5 I4 K3,k,26b36513de5a0844
Cl.cc-pVDZ.AutoAuxC.orca,Cl,cc-pVDZ,library,recipes/Cl/ccECP/Cl.cc-pVDZ.AutoAuxC.orca,30,S11 P9 D8 F2,f,ddca80cbda39fcb2
Cl.cc-pVQZ.AutoAuxC.orca,Cl,cc-pVQZ,library,recipes/Cl/ccECP/Cl.cc-pVQZ.AutoAuxC.orca,43,S11 P10 D10 F5 G4 H3,h,82fe0f6d27794ed6
Cl.cc-pVTZ.AutoAuxC.orca,Cl,cc-pVTZ,library,recipes/Cl/ccECP/Cl.cc-pVTZ.AutoAuxC.orca,37,S11 P10 D9 F4 G3,g,343a124a1d7508e0
Co.aug-cc-pCV5Z.AutoAuxC.orca,Co,aug-cc-pCV5Z,library,recipes/Co/ccECP/Co.aug-cc-pCV5Z.AutoAuxC.orca,92,S18 P16 D14 F14 G13 H7 I5 K5,k,75de7940ae6e7071
Co.aug-cc-pCVDZ.AutoAuxC.orca,Co,aug-cc-pCVDZ,library,recipes/Co/ccECP/Co.aug-cc-pCVDZ.AutoAuxC.orca,76,S17 P15 D14 F13 G12 H5,h,c03bbf20fb377efd
Co.aug-cc-pCVQZ.AutoAuxC.orca,Co,aug-cc-pCVQZ,library,recipes/Co/ccECP/Co.aug-cc-pCVQZ.AutoAuxC.orca,88,S18 P15 D14 F13 G12 H7 I5 K4,k,db80208ae0b02beb
Co.aug-cc-pCVTZ.AutoAuxC.orca,Co,aug-cc-pCVTZ,library,recipes/Co/ccECP/Co.aug-cc-pCVTZ.AutoAuxC.orca,84,S18 P15 D14 F13 G13 H6 I5,i,77f2ec81f0b31b3e
Co.aug-cc-pV5Z.AutoAuxC.orca,Co,aug-cc-pV5Z,library,recipes/Co/ccECP/Co.aug-cc-pV5Z.AutoAuxC.orca,92,S18 P16 D14 F14 G13 H7 I5 K5,k,75de7940ae6e7071
Co.aug-cc-pVDZ.AutoAuxC.orca,Co,aug-cc-pVDZ,library,recipes/Co/ccECP/Co.aug-cc-pVDZ.AutoAuxC.orca,65,S15 P13 D12 F11 G10 H4,h,19e000cbb8f47bed
Co.aug-cc-pVQZ.AutoAuxC.orca,Co,aug-cc-pVQZ,library,recipes/Co/ccECP/Co.aug-cc-pVQZ.AutoAuxC.orca,86,S17 P15 D14 F13 G12 H6 I5 K4,k,5b169e193b7ee3a1
Co.aug-cc-pVTZ.AutoAuxC.orca,Co,aug-cc-pVTZ,library,recipes/Co/ccECP/Co.aug-cc-pVTZ.AutoAuxC.orca,75,S16 P14 D13 F12 G11 H5 I4,i,db7304afe3600056
Co.cc-pCV5Z.AutoAuxC.orca,Co,cc-pCV5Z,library,recipes/Co/ccECP/Co.cc-pCV5Z.AutoAuxC.orca,81,S16 P14 D13 F12 G12 H6 I4 K4,k,77b8c62447d54102
Co.cc-pCVDZ.AutoAuxC.orca,Co,cc-pCVDZ,library,recipes/Co/ccECP/Co.cc-pCVDZ.AutoAuxC.orca,69,S16 P14 D12 F12 G11 H4,h,cda6228f2f68fbd5
Co.cc-pCVQZ.AutoAuxC.orca,Co,cc-pCVQZ,library,recipes/Co/ccECP/Co.cc-pCVQZ.AutoAuxC.orca,78,S16 P14 D13 F12 G11 H5 I4 K3,k,7e725f6516fea75b
Co.cc-pCVTZ.AutoAuxC.orca,Co,cc-pCVTZ,library,recipes/Co/ccECP/Co.cc-pCVTZ.AutoAuxC.orca,74,S16 P14 D13 F12 G11 H5 I3,i,d0a1cab1f700bf28
Co.cc-pV5Z.AutoAuxC.orca,Co,cc-pV5Z,library,recipes/Co/ccECP/Co.cc-pV5Z.AutoAuxC.orca,81,S16 P14 D13 F12 G12 H6 I4 K4,k,77b8c62447d54102
Co.cc-pVDZ.AutoAuxC.orca,Co,cc-pVDZ,library,recipes/Co/ccECP/Co.cc-pVDZ.AutoAuxC.orca,58,S14 P12 D11 F10 G9 H2,h,a41010b2ea94e5c0
Co.cc-pVQZ.AutoAuxC.orca,Co,cc-pVQZ,library,recipes/Co/ccECP/Co.cc-pVQZ.AutoAuxC.orca,77,S16 P14 D12 F12 G11 H5 I4 K3,k,4a05011b86926c26
Co.cc-pVTZ.AutoAuxC.orca,Co,cc-pVTZ,library,recipes/Co/ccECP/Co.cc-pVTZ.AutoAuxC.orca,68,S15 P13 D12 F11 G10 H4 I3,i,1f945d5fb9373c16
Cr.aug-cc-pCV5Z.AutoAuxC.orca,Cr,aug-cc-pCV5Z,library,recipes/Cr/ccECP/Cr.aug-cc-pCV5Z.AutoAuxC.orca,89,S17 P15 D14 F13 G13 H7 I5 K5,k,95aa6e05fa9a0f42
Cr.aug-cc-pCVDZ.AutoAuxC.orca,Cr,aug-cc-pCVDZ,library,recipes/Cr/ccECP/Cr.aug-cc-pCVDZ.AutoAuxC.orca,74,S17 P14 D13 F13 G12 H5,h,8a5c76ac766658c4
Cr.aug-cc-pCVQZ.AutoAuxC.orca,Cr,aug-cc-pCVQZ,library,recipes/Cr/ccECP/Cr.aug-cc-pCVQZ.AutoAuxC.orca,89,S17 P15 D14 F13 G13 H7 I5 K5,k,f1ab07cffa2595e0
Cr.aug-cc-pCVTZ.AutoAuxC.orca,Cr,aug-cc-pCVTZ,library,recipes/Cr/ccECP/Cr.aug-cc-pCVTZ.AutoAuxC.orca,84,S17 P15 D14 F13 G13 H7 I5,i,7011bdd292e099e2
Cr.aug-cc-pV5Z.AutoAuxC.orca,Cr,aug-cc-pV5Z,library,recipes/Cr/ccECP/Cr.aug-cc-pV5Z.AutoAuxC.orca,89,S17 P15 D14 F13 G13 H7 I5 K5,k,95aa6e05fa9a0f42
Cr.aug-cc-pVDZ.AutoAuxC.orca,Cr,aug-cc-pVDZ,library,recipes/Cr/ccECP/Cr.aug-cc-pVDZ.AutoAuxC.orca,63,S15 P12 D11 F11 G10 H4,h,91f689f0f4955084
Cr.aug-cc-pVQZ.AutoAuxC.orca,Cr,aug-cc-pVQZ,library,recipes/Cr/ccECP/Cr.aug-cc-pVQZ.AutoAuxC.orca,84,S17 P14 D13 F13 G12 H6 I5 K4,k,1a2aca98d420ef87
Cr.aug-cc-pVTZ.AutoAuxC.orca,Cr,aug-cc-pVTZ,library,recipes/Cr/ccECP/Cr.aug-cc-pVTZ.AutoAuxC.orca,74,S16 P13 D12 F12 G11 H6 I4,i,55cf97adfc654720
Cr.cc-pCV5Z.AutoAuxC.orca,Cr,cc-pCV5Z,library,recipes/Cr/ccECP/Cr.cc-pCV5Z.AutoAuxC.orca,81,S16 P14 D13 F12 G12 H6 I4 K4,k,cac033961f146fc4
Cr.cc-pCVDZ.AutoAuxC.orca,Cr,cc-pCVDZ,library,recipes/Cr/ccECP/Cr.cc-pCVDZ.AutoAuxC.orca,66,S15 P13 D12 F11 G11 H4,h,f0f75aa17415bdb3
Cr.cc-pCVQZ.AutoAuxC.orca,Cr,cc-pCVQZ,library,recipes/Cr/ccECP/Cr.cc-pCVQZ.AutoAuxC.orca,78,S16 P14 D12 F12 G11 H5 I4 K4,k,afa1715d35b611b2
Cr.cc-pCVTZ.AutoAuxC.orca,Cr,cc-pCVTZ,library,recipes/Cr/ccECP/Cr.cc-pCVTZ.AutoAuxC.orca,74,S16 P14 D12 F12 G11 H5 I4,i,955492128b42435b
Cr.cc-pV5Z.AutoAuxC.orca,Cr,cc-pV5Z,library,recipes/Cr/ccECP/Cr.cc-pV5Z.AutoAuxC.orca,80,S16 P14 D12 F12 G12 H6 I4 K4,k,f3eb5248066d83ee
Cr.cc-pVDZ.AutoAuxC.orca,Cr,cc-pVDZ,library,recipes/Cr/ccECP/Cr.cc-pVDZ.AutoAuxC.orca,54,S13 P11 D10 F9 G9 H2,h,35f6b2ff9cfb23d8
Cr.cc-pVQZ.AutoAuxC.orca,Cr,cc-pVQZ,library,recipes/Cr/ccECP/Cr.cc-pVQZ.AutoAuxC.orca,74,S15 P13 D12 F11 G11 H5 I4 K3,k,68937dde1e04cbc1
Cr.cc-pVTZ.AutoAuxC.orca,Cr,cc-pVTZ,library,recipes/Cr/ccECP/Cr.cc-pVTZ.AutoAuxC.orca,65,S14 P12 D11 F11 G10 H4 I3,i,3eca0285215a0eb0
Cs.aug-cc-pCV5Z.AutoAuxC.orca,Cs,aug-cc-pCV5Z,library,recipes/Cs/ccECP/Cs.aug-cc-pCV5Z.AutoAuxC.orca,81,S17 P15 D14 F9 G9 H7 I5 K5,k,9044b8c606ca0eb9
Cs.aug-cc-pCVDZ.AutoAuxC.orca,Cs,aug-cc-pCVDZ,library,recipes/Cs/ccECP/Cs.aug-cc-pCVDZ.AutoAuxC.orca,46,S15 P13 D11 F4 G3,g,306bb305a3998939
Cs.aug-cc-pCVQZ.AutoAuxC.orca,Cs,aug-cc-pCVQZ,library,recipes/Cs/ccECP/Cs.aug-cc-pCVQZ.AutoAuxC.orca,70,S18 P15 D13 F8 G7 H5 I4,i,944d9c44098ff650
Cs.aug-cc-pCVTZ.AutoAuxC.orca,Cs,aug-cc-pCVTZ,library,recipes/Cs/ccECP/Cs.aug-cc-pCVTZ.AutoAuxC.orca,60,S17 P14 D13 F7 G5 H4,h,c8eb549049ffa9ca
Cs.aug-cc-pV5Z.AutoAuxC.orca,Cs,aug-cc-pV5Z,library,recipes/Cs/ccECP/Cs.aug-cc-pV5Z.AutoAuxC.orca,66,S15 P13 D12 F7 G7 H5 I4 K3,k,4a93fe92a0f77d90
Cs.aug-cc-pVDZ.AutoAuxC.orca,Cs,aug-cc-pVDZ,library,recipes/Cs/ccECP/Cs.aug-cc-pVDZ.AutoAuxC.orca,40,S13 P11 D10 F3 G3,g,7a9783f78d778717
Cs.aug-cc-pVQZ.AutoAuxC.orca,Cs,aug-cc-pVQZ,library,recipes/Cs/ccECP/Cs.aug-cc-pVQZ.AutoAuxC.orca,58,S16 P12 D11 F6 G6 H4 I3,i,8f3673213da082bb
Cs.aug-cc-pVTZ.AutoAuxC.orca,Cs,aug-cc-pVTZ,library,recipes/Cs/ccECP/Cs.aug-cc-pVTZ.AutoAuxC.orca,48,S14 P12 D10 F5 G4 H3,h,4ae27194bcf3d7be
Cs.cc-pCV5Z.AutoAuxC.orca,Cs,cc-pCV5Z,library,recipes/Cs/ccECP/Cs.cc-pCV5Z.AutoAuxC.orca,76,S16 P15 D14 F8 G8 H6 I5 K4,k,c226e3263f38d824
Cs.cc-pCVDZ.AutoAuxC.orca,Cs,cc-pCVDZ,library,recipes/Cs/ccECP/Cs.cc-pCVDZ.AutoAuxC.orca,42,S14 P12 D11 F3 G2,g,99aa2e49170f1792
Cs.cc-pCVQZ.AutoAuxC.orca,Cs,cc-pCVQZ,library,recipes/Cs/ccECP/Cs.cc-pCVQZ.AutoAuxC.orca,64,S16 P14 D13 F7 G6 H5 I3,i,d465e47476067a93
Cs.cc-pCVTZ.AutoAuxC.orca,Cs,cc-pCVTZ,library,recipes/Cs/ccECP/Cs.cc-pCVTZ.AutoAuxC.orca,55,S16 P14 D13 F5 G4 H3,h,3497a38bc1a79885
Cs.cc-pV5Z.AutoAuxC.orca,Cs,cc-pV5Z,library,recipes/Cs/ccECP/Cs.cc-pV5Z.AutoAuxC.orca,59,S14 P12 D11 F6 G6 H4 I3 K3,k,ee177a24577c3477
Cs.cc-pVDZ.AutoAuxC.orca,Cs,cc-pVDZ,library,recipes/Cs/ccECP/Cs.cc-pVDZ.AutoAuxC.orca,36,S12 P11 D10 F2 G1,g,e31b912b27869100
Cs.cc-pVQZ.AutoAuxC.orca,Cs,cc-pVQZ,library,recipes/Cs/ccECP/Cs.cc-pVQZ.AutoAuxC.orca,51,S14 P12 D11 F5 G4 H3 I2,i,021948f834577444
Cs.cc-pVTZ.AutoAuxC.orca,Cs,cc-pVTZ,library,recipes/Cs/ccECP/Cs.cc-pVTZ.AutoAuxC.orca,43,S13 P11 D10 F4 G3 H2,h,5fb8e13e35f6a38b
Cu.aug-cc-pCV5Z.AutoAuxC.orca,Cu,aug-cc-pCV5Z,library,recipes/Cu/ccECP/Cu.aug-cc-pCV5Z.AutoAuxC.orca,93,S18 P16 D15 F14 G13 H7 I5 K5,k,d3cac9e13cbe287e
Cu.aug-cc-pCVDZ.AutoAuxC.orca,Cu,aug-cc-pCVDZ,library,recipes/Cu/ccECP/Cu.aug-cc-pCVDZ.AutoAuxC.orca,76,S17 P15 D14 F13 G12 H5,h,7f3b07a2e825956e
Cu.aug-cc-pCVQZ.AutoAuxC.orca,Cu,aug-cc-pCVQZ,library,recipes/Cu/ccECP/Cu.aug-cc-pCVQZ.AutoAuxC.orca,91,S18 P16 D15 F13 G13 H7 I5 K4,k,b48ab527ee2f43a5
Cu.aug-cc-pCVTZ.AutoAuxC.orca,Cu,aug-cc-pCVTZ,library,recipes/Cu/ccECP/Cu.aug-cc-pCVTZ.AutoAuxC.orca,86,S18 P16 D14 F14 G13 H6 I5,i,9c1a21dfd5b48ca6
Cu.aug-cc-pV5Z.AutoAuxC.orca,Cu,aug-cc-pV5Z,library,recipes/Cu/ccECP/Cu.aug-cc-pV5Z.AutoAuxC.orca,93,S18 P16 D15 F14 G13 H7 I5 K5,k,d3cac9e13cbe287e
Cu.aug-cc-pVDZ.AutoAuxC.orca,Cu,aug-cc-pVDZ,library,recipes/Cu/ccECP/Cu.aug-cc-pVDZ.AutoAuxC.orca,68,S16 P14 D12 F11 G11 H4,h,430927918e89c2f5
